filename,image_path,reference_image,reference_id,distortion_id,distortion_level,dmos,variance,mdfs_raw_score,runtime_seconds,worker_gpu
I02_05_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_05_03.png,I02.png,2,5,3,1.33,0.471,18.672306060791016,0.042871785999523127,1
I02_05_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_05_05.png,I02.png,2,5,5,1.47,0.562,18.214292526245117,0.036820578000515525,1
I02_06_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_06_02.png,I02.png,2,6,2,4.07,0.727,18.08234214782715,0.03420050499971694,1
I02_06_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_06_04.png,I02.png,2,6,4,3.7,0.936,20.03193473815918,0.032605415000034554,1
I02_07_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_07_01.png,I02.png,2,7,1,2.47,1.087,18.12860107421875,0.04238715399969806,1
I02_07_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_07_03.png,I02.png,2,7,3,2.06,1.045,19.37726593017578,0.045970838999892294,1
I02_07_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_07_05.png,I02.png,2,7,5,1.53,0.763,19.03602409362793,0.04148475399961171,1
I02_08_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_08_02.png,I02.png,2,8,2,3.4,0.879,17.432296752929688,0.05065055100021709,1
I02_08_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_08_04.png,I02.png,2,8,4,1.97,0.912,19.380666732788086,0.03953727199950663,1
I02_09_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_09_01.png,I02.png,2,9,1,4.57,0.716,19.476364135742188,0.03702785899986338,1
I02_09_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_09_03.png,I02.png,2,9,3,3.07,1.123,24.82659912109375,0.03785225699994044,1
I02_09_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_09_05.png,I02.png,2,9,5,1.27,0.442,36.28782272338867,0.03720620300009614,1
I02_10_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_10_02.png,I02.png,2,10,2,4.33,0.596,18.893455505371094,0.03728154199961864,1
I02_10_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_10_04.png,I02.png,2,10,4,2.6,1.281,28.26523208618164,0.035553210000216495,1
I02_11_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_11_01.png,I02.png,2,11,1,4.27,0.929,18.155920028686523,0.03420237399950565,1
I02_11_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_11_03.png,I02.png,2,11,3,3.4,0.841,19.678754806518555,0.03521199599981628,1
I02_11_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_11_05.png,I02.png,2,11,5,2.3,0.69,24.105676651000977,0.03680650299975241,1
I02_12_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_12_02.png,I02.png,2,12,2,4.06,0.84,18.498958587646484,0.044122849999439495,1
I02_12_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_12_04.png,I02.png,2,12,4,2.6,0.8,21.28857421875,0.03484355000000505,1
I02_13_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_13_01.png,I02.png,2,13,1,4.2,0.702,17.150758743286133,0.03842525699928956,1
I02_13_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_13_03.png,I02.png,2,13,3,2.73,0.892,18.7843074798584,0.035556527999688115,1
I02_13_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_13_05.png,I02.png,2,13,5,1.97,0.547,23.13323211669922,0.03486893199988117,1
I02_14_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_14_02.png,I02.png,2,14,2,3.37,0.836,18.117916107177734,0.03549692900014634,1
I02_14_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_14_04.png,I02.png,2,14,4,2.33,0.869,19.5159912109375,0.03503803300009167,1
I02_15_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_15_01.png,I02.png,2,15,1,3.57,0.883,18.473827362060547,0.038027472000067064,1
I02_15_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_15_03.png,I02.png,2,15,3,2.03,0.795,21.90864372253418,0.03818791699995927,1
I02_15_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_15_05.png,I02.png,2,15,5,1.5,0.671,25.533451080322266,0.03498842099998001,1
I02_16_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_16_02.png,I02.png,2,16,2,4.4,0.554,17.182838439941406,0.03591361600047094,1
I02_16_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_16_04.png,I02.png,2,16,4,2.9,0.907,18.477664947509766,0.03497868999966158,1
I02_17_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_17_01.png,I02.png,2,17,1,4.5,0.5,17.093128204345703,0.034622751999449974,1
I02_17_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_17_03.png,I02.png,2,17,3,4.33,0.596,17.136978149414062,0.03491498600033083,1
I02_17_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_17_05.png,I02.png,2,17,5,1.9,0.79,19.550384521484375,0.034042547999888484,1
I02_18_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_18_02.png,I02.png,2,18,2,4.63,0.547,17.297988891601562,0.035008660000130476,1
I02_18_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_18_04.png,I02.png,2,18,4,4.33,0.537,17.355300903320312,0.034157430999584903,1
I02_19_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_19_01.png,I02.png,2,19,1,4.17,0.778,17.004732131958008,0.035268091000034474,1
I02_19_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_19_03.png,I02.png,2,19,3,3.23,0.955,16.90336799621582,0.03463928200017108,1
I02_19_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_19_05.png,I02.png,2,19,5,1.3,0.458,23.783794403076172,0.033690750999994634,1
I02_20_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_20_02.png,I02.png,2,20,2,4.47,0.618,17.0754337310791,0.03503283400004875,1
I02_20_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_20_04.png,I02.png,2,20,4,3.83,0.898,16.984783172607422,0.03612503200020001,1
I02_21_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_21_01.png,I02.png,2,21,1,4.2,1.046,16.935169219970703,0.03642362399932608,1
I02_21_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_21_03.png,I02.png,2,21,3,3.13,1.118,17.63116455078125,0.036015636999763956,1
I02_21_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_21_05.png,I02.png,2,21,5,1.37,0.547,31.3301944732666,0.03180479499951616,1
I02_22_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_22_02.png,I02.png,2,22,2,4.26,0.879,17.4201602935791,0.036644824999712,1
I02_22_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_22_04.png,I02.png,2,22,4,3.93,0.929,17.863191604614258,0.0362957750003261,1
I02_23_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_23_01.png,I02.png,2,23,1,2.1,0.907,17.04246711730957,0.036213598000358616,1
I02_23_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_23_03.png,I02.png,2,23,3,2.27,0.998,17.072092056274414,0.03623210899968399,1
I02_23_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_23_05.png,I02.png,2,23,5,2.07,0.772,17.02581787109375,0.036242981999748736,1
I02_24_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_24_02.png,I02.png,2,24,2,1.93,0.68,21.707839965820312,0.03617995899912785,1
I02_24_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_24_04.png,I02.png,2,24,4,1.23,0.423,25.37611198425293,0.034749993999867,1
I02_25_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_25_01.png,I02.png,2,25,1,3.37,0.795,18.329072952270508,0.03532529399944906,1
I02_25_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_25_03.png,I02.png,2,25,3,4.27,0.512,17.191082000732422,0.035705128000699915,1
I02_25_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_25_05.png,I02.png,2,25,5,3.33,0.699,17.287689208984375,0.03584273300020868,1
I03_01_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_01_02.png,I03.png,3,1,2,4.63,0.482,18.677228927612305,0.03726535000078002,1
I03_01_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_01_04.png,I03.png,3,1,4,1.83,0.637,28.8972225189209,0.03677788100048929,1
I03_02_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_02_01.png,I03.png,3,2,1,4.03,0.836,19.430917739868164,0.037453476000337105,1
I03_02_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_02_03.png,I03.png,3,2,3,1.7,0.64,27.09589195251465,0.036364951999530604,1
I03_02_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_02_05.png,I03.png,3,2,5,1.23,0.496,32.069122314453125,0.03570051099995908,1
I03_03_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_03_02.png,I03.png,3,3,2,4.37,0.706,18.956140518188477,0.037581946000500466,1
I03_03_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_03_04.png,I03.png,3,3,4,2.23,0.716,22.59711265563965,0.03618736200041894,1
I03_04_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_04_01.png,I03.png,3,4,1,4.6,0.49,19.295053482055664,0.035232827000072575,1
I03_04_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_04_03.png,I03.png,3,4,3,1.53,0.718,22.258338928222656,0.034855881000112277,1
I03_04_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_04_05.png,I03.png,3,4,5,1.1,0.3,23.782546997070312,0.0346934239996699,1
I03_05_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_05_02.png,I03.png,3,5,2,2.65,0.785,20.508766174316406,0.036148103999948944,1
I03_05_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_05_04.png,I03.png,3,5,4,1.87,0.718,19.792564392089844,0.03673798500039993,1
I03_06_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_06_01.png,I03.png,3,6,1,4.0,0.856,21.326936721801758,0.03372900300018955,1
I03_06_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_06_03.png,I03.png,3,6,3,3.33,1.011,21.456945419311523,0.034173674000157916,1
I03_06_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_06_05.png,I03.png,3,6,5,1.77,0.667,24.013721466064453,0.03195253600006254,1
I03_07_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_07_02.png,I03.png,3,7,2,1.67,0.83,20.254749298095703,0.03629750399977638,1
I03_07_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_07_04.png,I03.png,3,7,4,1.53,0.67,24.207141876220703,0.035380373999942094,1
I03_08_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_08_01.png,I03.png,3,8,1,4.53,0.562,19.316518783569336,0.03708633599944733,1
I03_08_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_08_03.png,I03.png,3,8,3,2.47,0.957,22.738412857055664,0.036131572000158485,1
I03_08_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_08_05.png,I03.png,3,8,5,1.23,0.496,27.60857391357422,0.03456527900016226,1
I03_09_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_09_02.png,I03.png,3,9,2,3.6,0.987,21.564735412597656,0.03724501000033342,1
I03_09_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_09_04.png,I03.png,3,9,4,1.77,0.616,29.69045639038086,0.03726989999995567,1
I03_10_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_10_01.png,I03.png,3,10,1,4.47,0.67,19.533349990844727,0.03712603999974817,1
I03_10_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_10_03.png,I03.png,3,10,3,3.7,1.005,20.324722290039062,0.037160264000704046,1
I03_10_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_10_05.png,I03.png,3,10,5,1.53,0.718,30.22578239440918,0.03453936799996882,1
I03_11_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_11_02.png,I03.png,3,11,2,3.6,0.757,21.682697296142578,0.03392503399936686,1
I03_11_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_11_04.png,I03.png,3,11,4,2.93,0.929,23.30826187133789,0.035160575000190875,1
I03_12_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_12_01.png,I03.png,3,12,1,4.57,0.496,20.152454376220703,0.03534042100000079,1
I03_12_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_12_03.png,I03.png,3,12,3,3.17,0.734,21.83810043334961,0.034686988000430574,1
I03_12_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_12_05.png,I03.png,3,12,5,2.6,0.917,24.21849822998047,0.035123305999150034,1
I03_13_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_13_02.png,I03.png,3,13,2,3.57,0.989,19.77199935913086,0.03793156300071132,1
I03_13_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_13_04.png,I03.png,3,13,4,2.3,0.823,21.90472984313965,0.03720079100003204,1
I03_14_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_14_01.png,I03.png,3,14,1,4.4,0.554,20.010669708251953,0.03509077499984414,1
I03_14_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_14_03.png,I03.png,3,14,3,3.03,0.948,21.32723045349121,0.034094399999958114,1
