filename,image_path,reference_image,reference_id,distortion_id,distortion_level,dmos,variance
I01_23_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_23_03.png,I01.png,1,23,3,2.2,0.945
I01_23_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_23_05.png,I01.png,1,23,5,1.57,0.616
I01_24_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_24_02.png,I01.png,1,24,2,2.5,0.847
I01_24_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_24_04.png,I01.png,1,24,4,1.6,0.554
I01_25_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_25_01.png,I01.png,1,25,1,3.43,0.844
I01_25_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_25_03.png,I01.png,1,25,3,4.26,0.566
I01_25_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_25_05.png,I01.png,1,25,5,3.27,0.854
I02_01_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_01_02.png,I02.png,2,1,2,4.17,0.934
I02_01_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_01_04.png,I02.png,2,1,4,1.57,0.496
I02_02_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_02_01.png,I02.png,2,2,1,3.2,0.748
I02_02_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_02_03.png,I02.png,2,2,3,1.57,0.616
I02_02_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_02_05.png,I02.png,2,2,5,1.0,0.0
I02_03_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_03_02.png,I02.png,2,3,2,3.77,0.716
I02_03_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_03_04.png,I02.png,2,3,4,1.8,0.542
I02_04_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_04_01.png,I02.png,2,4,1,4.3,0.64
I02_04_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_04_03.png,I02.png,2,4,3,1.87,0.763
I02_04_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_04_05.png,I02.png,2,4,5,1.53,0.718
I02_05_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_05_02.png,I02.png,2,5,2,1.8,0.476
I02_05_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_05_04.png,I02.png,2,5,4,1.37,0.482
I02_06_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_06_01.png,I02.png,2,6,1,4.2,0.872
I02_06_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_06_03.png,I02.png,2,6,3,3.97,0.948
I02_06_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_06_05.png,I02.png,2,6,5,2.63,0.983
I02_07_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_07_02.png,I02.png,2,7,2,2.37,1.048
I02_07_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_07_04.png,I02.png,2,7,4,1.97,1.048
I02_08_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_08_01.png,I02.png,2,8,1,4.4,0.554
I02_08_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_08_03.png,I02.png,2,8,3,3.06,1.043
I02_08_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_08_05.png,I02.png,2,8,5,1.37,0.752
I02_09_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_09_02.png,I02.png,2,9,2,3.73,0.814
I02_09_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_09_04.png,I02.png,2,9,4,1.53,0.562
I02_10_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_10_01.png,I02.png,2,10,1,4.6,0.554
I02_10_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_10_03.png,I02.png,2,10,3,4.13,0.718
I02_10_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_10_05.png,I02.png,2,10,5,1.6,0.757
I02_11_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_11_02.png,I02.png,2,11,2,3.7,0.936
I02_11_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_11_04.png,I02.png,2,11,4,2.73,0.772
I02_12_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_12_01.png,I02.png,2,12,1,4.63,0.547
I02_12_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_12_03.png,I02.png,2,12,3,3.67,0.83
I02_12_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_12_05.png,I02.png,2,12,5,2.37,0.706
I02_13_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_13_02.png,I02.png,2,13,2,3.33,1.164
I02_13_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_13_04.png,I02.png,2,13,4,2.53,0.806
I02_14_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_14_01.png,I02.png,2,14,1,4.33,0.699
I02_14_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_14_03.png,I02.png,2,14,3,2.7,0.781
I02_14_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_14_05.png,I02.png,2,14,5,2.0,0.73
I02_15_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_15_02.png,I02.png,2,15,2,2.77,0.716
I02_15_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_15_04.png,I02.png,2,15,4,1.5,0.563
I02_16_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_16_01.png,I02.png,2,16,1,4.4,0.841
I02_16_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_16_03.png,I02.png,2,16,3,3.77,0.716
I02_16_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_16_05.png,I02.png,2,16,5,1.83,0.734
I02_17_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_17_02.png,I02.png,2,17,2,4.63,0.547
I02_17_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_17_04.png,I02.png,2,17,4,3.63,0.795
I02_18_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_18_01.png,I02.png,2,18,1,4.13,0.67
I02_18_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_18_03.png,I02.png,2,18,3,4.73,0.442
I02_18_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_18_05.png,I02.png,2,18,5,4.03,0.605
I02_19_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_19_02.png,I02.png,2,19,2,4.0,0.73
I02_19_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_19_04.png,I02.png,2,19,4,1.57,0.496
I02_20_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_20_01.png,I02.png,2,20,1,4.5,0.671
I02_20_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_20_03.png,I02.png,2,20,3,4.4,0.712
I02_20_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_20_05.png,I02.png,2,20,5,4.4,0.841
I02_21_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_21_02.png,I02.png,2,21,2,3.23,0.955
I02_21_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_21_04.png,I02.png,2,21,4,2.67,1.011
I02_22_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_22_01.png,I02.png,2,22,1,4.73,0.442
I02_22_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_22_03.png,I02.png,2,22,3,4.4,0.841
I02_22_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_22_05.png,I02.png,2,22,5,3.2,1.013
I02_23_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_23_02.png,I02.png,2,23,2,2.7,1.038
I02_23_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_23_04.png,I02.png,2,23,4,2.2,0.748
I02_24_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_24_01.png,I02.png,2,24,1,3.07,0.964
I02_24_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_24_03.png,I02.png,2,24,3,1.47,0.618
I02_24_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_24_05.png,I02.png,2,24,5,1.2,0.476
I02_25_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_25_02.png,I02.png,2,25,2,3.7,0.936
I02_25_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_25_04.png,I02.png,2,25,4,4.1,0.746
I03_01_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_01_01.png,I03.png,3,1,1,4.7,0.458
I03_01_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_01_03.png,I03.png,3,1,3,3.0,0.856
I03_01_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_01_05.png,I03.png,3,1,5,1.17,0.373
I03_02_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_02_02.png,I03.png,3,2,2,2.7,0.9
I03_02_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_02_04.png,I03.png,3,2,4,1.47,0.562
I03_03_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_03_01.png,I03.png,3,3,1,4.6,0.49
I03_03_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_03_03.png,I03.png,3,3,3,2.93,0.814
I03_03_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_03_05.png,I03.png,3,3,5,1.63,0.605
I03_04_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_04_02.png,I03.png,3,4,2,2.9,0.978
I03_04_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_04_04.png,I03.png,3,4,4,1.2,0.6
I03_05_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_05_01.png,I03.png,3,5,1,4.78,0.413
I03_05_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_05_03.png,I03.png,3,5,3,2.0,0.683
I03_05_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_05_05.png,I03.png,3,5,5,2.23,0.989
I03_06_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_06_02.png,I03.png,3,6,2,3.8,1.013
I03_06_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_06_04.png,I03.png,3,6,4,2.83,0.934
I03_07_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_07_01.png,I03.png,3,7,1,2.37,1.08
I03_07_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_07_03.png,I03.png,3,7,3,1.43,0.559
I03_07_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_07_05.png,I03.png,3,7,5,1.47,0.618
I03_08_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_08_02.png,I03.png,3,8,2,3.13,1.024
I03_08_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_08_04.png,I03.png,3,8,4,1.37,0.547
I03_09_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_09_01.png,I03.png,3,9,1,4.4,0.757
I03_09_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_09_03.png,I03.png,3,9,3,3.1,0.978
I03_09_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_09_05.png,I03.png,3,9,5,1.1,0.3
I03_10_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_10_02.png,I03.png,3,10,2,4.17,0.898
I03_10_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_10_04.png,I03.png,3,10,4,2.23,0.667
I03_11_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_11_01.png,I03.png,3,11,1,3.97,0.836
I03_11_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_11_03.png,I03.png,3,11,3,3.27,0.854
I03_11_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_11_05.png,I03.png,3,11,5,2.5,0.847
I03_12_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_12_02.png,I03.png,3,12,2,3.87,0.763
I03_12_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_12_04.png,I03.png,3,12,4,2.9,0.907
I03_13_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_13_01.png,I03.png,3,13,1,4.4,0.611
I03_13_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_13_03.png,I03.png,3,13,3,2.83,0.778
I03_13_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_13_05.png,I03.png,3,13,5,2.4,0.663
I03_14_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_14_02.png,I03.png,3,14,2,3.5,0.992
I03_14_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_14_04.png,I03.png,3,14,4,2.53,0.67
I03_15_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_15_01.png,I03.png,3,15,1,4.13,0.763
I03_15_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_15_03.png,I03.png,3,15,3,2.53,0.806
I03_15_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_15_05.png,I03.png,3,15,5,1.43,0.559
I03_16_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_16_02.png,I03.png,3,16,2,4.27,0.512
I03_16_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_16_04.png,I03.png,3,16,4,2.3,0.9
I03_17_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_17_01.png,I03.png,3,17,1,4.5,0.5
I03_17_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_17_03.png,I03.png,3,17,3,4.4,0.49
I03_17_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_17_05.png,I03.png,3,17,5,2.77,1.086
I03_18_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_18_02.png,I03.png,3,18,2,4.73,0.442
I03_18_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_18_04.png,I03.png,3,18,4,4.47,0.499
I03_19_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_19_01.png,I03.png,3,19,1,4.17,0.734
I03_19_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_19_03.png,I03.png,3,19,3,3.17,0.934
I03_19_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_19_05.png,I03.png,3,19,5,1.37,0.482
I03_20_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_20_02.png,I03.png,3,20,2,4.67,0.471
I03_20_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_20_04.png,I03.png,3,20,4,4.17,1.098
I03_21_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_21_01.png,I03.png,3,21,1,3.97,1.048
I03_21_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_21_03.png,I03.png,3,21,3,2.73,0.789
I03_21_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_21_05.png,I03.png,3,21,5,1.39,0.487
I03_22_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_22_02.png,I03.png,3,22,2,4.6,0.611
I03_22_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_22_04.png,I03.png,3,22,4,4.07,0.854
I03_23_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_23_01.png,I03.png,3,23,1,3.2,1.222
I03_23_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_23_03.png,I03.png,3,23,3,2.47,1.056
I03_23_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_23_05.png,I03.png,3,23,5,2.2,0.945
I03_24_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_24_02.png,I03.png,3,24,2,2.47,0.921
I03_24_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_24_04.png,I03.png,3,24,4,1.4,0.611
I03_25_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_25_01.png,I03.png,3,25,1,3.67,0.699
I03_25_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_25_03.png,I03.png,3,25,3,4.63,0.605
I03_25_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I03_25_05.png,I03.png,3,25,5,3.67,0.789
I04_01_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_01_02.png,I04.png,4,1,2,4.3,0.69
I04_01_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_01_04.png,I04.png,4,1,4,1.57,0.616
I04_02_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_02_01.png,I04.png,4,2,1,3.57,0.667
I04_02_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_02_03.png,I04.png,4,2,3,1.5,0.671
I04_02_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_02_05.png,I04.png,4,2,5,1.2,0.4
I04_03_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_03_02.png,I04.png,4,3,2,4.17,0.687
I04_03_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_03_04.png,I04.png,4,3,4,1.93,0.727
I04_04_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_04_01.png,I04.png,4,4,1,4.33,0.745
I04_04_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_04_03.png,I04.png,4,4,3,2.37,1.016
I04_04_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_04_05.png,I04.png,4,4,5,1.67,0.907
I04_05_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_05_02.png,I04.png,4,5,2,1.83,0.82
I04_05_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_05_04.png,I04.png,4,5,4,1.43,0.496
I04_06_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_06_01.png,I04.png,4,6,1,4.37,0.875
I04_06_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_06_03.png,I04.png,4,6,3,3.83,1.035
I04_06_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_06_05.png,I04.png,4,6,5,2.73,0.854
I04_07_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I04_07_02.png,I04.png,4,7,2,2.63,1.11
