filename,image_path,mos,reference_id,distortion_id,distortion_level
i01_05_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_05_3.bmp,5.08333,1,5,3
i01_05_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_05_4.bmp,4.13889,1,5,4
i01_05_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_05_5.bmp,3.13889,1,5,5
i01_06_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_06_1.bmp,4.0,1,6,1
i01_06_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_06_2.bmp,3.89189,1,6,2
i01_06_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_06_3.bmp,3.72973,1,6,3
i01_06_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_06_4.bmp,3.48571,1,6,4
i01_06_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_06_5.bmp,2.94444,1,6,5
i01_07_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_07_1.bmp,5.08333,1,7,1
i01_07_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_07_2.bmp,4.75,1,7,2
i01_07_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_07_3.bmp,4.0,1,7,3
i01_07_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_07_4.bmp,3.22222,1,7,4
i01_07_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_07_5.bmp,2.19444,1,7,5
i01_08_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_08_1.bmp,5.18919,1,8,1
i01_08_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_08_2.bmp,4.47222,1,8,2
i01_08_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_08_3.bmp,3.48649,1,8,3
i01_08_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_08_4.bmp,3.0,1,8,4
i01_08_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_08_5.bmp,2.11111,1,8,5
i01_09_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_09_1.bmp,6.08333,1,9,1
i01_09_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_09_2.bmp,5.16667,1,9,2
i01_09_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_09_3.bmp,4.42857,1,9,3
i01_09_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_09_4.bmp,2.81081,1,9,4
i01_09_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_09_5.bmp,1.54054,1,9,5
i01_10_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_10_1.bmp,5.97297,1,10,1
i01_10_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_10_2.bmp,5.94595,1,10,2
i01_10_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_10_3.bmp,4.91667,1,10,3
i01_10_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_10_4.bmp,3.21622,1,10,4
i01_10_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_10_5.bmp,2.08108,1,10,5
I01_11_1.BMP,/kaggle/working/MDFS/data/TID2013/distorted_images/I01_11_1.BMP,5.91429,1,11,1
i01_11_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_11_2.bmp,5.67568,1,11,2
i01_11_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_11_3.bmp,4.69444,1,11,3
i01_11_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_11_4.bmp,3.67568,1,11,4
i01_11_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_11_5.bmp,1.45946,1,11,5
i01_12_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_12_1.bmp,5.94595,1,12,1
i01_12_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_12_2.bmp,5.86486,1,12,2
i01_12_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_12_3.bmp,4.21622,1,12,3
i01_12_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_12_4.bmp,3.83333,1,12,4
i01_12_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_12_5.bmp,3.43243,1,12,5
I01_13_1.BMP,/kaggle/working/MDFS/data/TID2013/distorted_images/I01_13_1.BMP,5.45946,1,13,1
i01_13_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_13_2.bmp,3.91429,1,13,2
i01_13_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_13_3.bmp,3.27778,1,13,3
i01_13_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_13_4.bmp,3.16667,1,13,4
i01_13_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_13_5.bmp,3.10811,1,13,5
i01_14_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_14_1.bmp,5.69444,1,14,1
i01_14_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_14_2.bmp,6.05405,1,14,2
i01_14_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_14_3.bmp,5.75676,1,14,3
i01_14_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_14_4.bmp,5.55556,1,14,4
i01_14_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_14_5.bmp,4.47059,1,14,5
i01_15_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_15_1.bmp,2.83333,1,15,1
i01_15_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_15_2.bmp,2.82857,1,15,2
i01_15_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_15_3.bmp,3.10811,1,15,3
i01_15_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_15_4.bmp,3.58333,1,15,4
i01_15_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_15_5.bmp,3.89189,1,15,5
i01_16_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_16_1.bmp,5.80556,1,16,1
i01_16_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_16_2.bmp,6.05405,1,16,2
i01_16_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_16_3.bmp,4.88889,1,16,3
i01_16_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_16_4.bmp,5.02778,1,16,4
i01_16_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_16_5.bmp,4.19444,1,16,5
i01_17_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_17_1.bmp,5.35135,1,17,1
i01_17_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_17_2.bmp,6.62162,1,17,2
i01_17_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_17_3.bmp,4.08108,1,17,3
i01_17_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_17_4.bmp,6.24324,1,17,4
i01_17_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_17_5.bmp,2.97143,1,17,5
i01_18_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_18_1.bmp,4.62162,1,18,1
i01_18_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_18_2.bmp,4.22222,1,18,2
i01_18_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_18_3.bmp,3.77143,1,18,3
i01_18_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_18_4.bmp,3.47222,1,18,4
i01_18_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_18_5.bmp,3.41667,1,18,5
i01_19_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_19_1.bmp,5.94444,1,19,1
i01_19_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_19_2.bmp,5.47222,1,19,2
i01_19_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_19_3.bmp,5.08108,1,19,3
i01_19_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_19_4.bmp,4.52778,1,19,4
i01_19_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_19_5.bmp,3.94444,1,19,5
i01_20_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_20_1.bmp,5.85714,1,20,1
i01_20_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_20_2.bmp,5.83333,1,20,2
i01_20_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_20_3.bmp,6.02778,1,20,3
i01_20_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_20_4.bmp,5.08333,1,20,4
i01_20_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_20_5.bmp,4.33333,1,20,5
i01_21_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_21_1.bmp,5.7027,1,21,1
i01_21_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_21_2.bmp,5.27778,1,21,2
i01_21_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_21_3.bmp,4.67568,1,21,3
i01_21_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_21_4.bmp,4.05714,1,21,4
i01_21_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_21_5.bmp,3.05405,1,21,5
i01_22_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_22_1.bmp,5.55556,1,22,1
i01_22_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_22_2.bmp,5.18919,1,22,2
i01_22_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_22_3.bmp,4.30556,1,22,3
i01_22_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_22_4.bmp,3.16216,1,22,4
i01_22_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_22_5.bmp,2.19444,1,22,5
i01_23_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_23_1.bmp,6.28571,1,23,1
i01_23_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_23_2.bmp,5.61111,1,23,2
i01_23_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_23_3.bmp,5.77778,1,23,3
i01_23_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_23_4.bmp,4.80556,1,23,4
i01_23_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_23_5.bmp,2.40541,1,23,5
i01_24_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_24_1.bmp,5.7027,1,24,1
i01_24_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_24_2.bmp,5.58333,1,24,2
i01_24_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_24_3.bmp,5.10811,1,24,3
i01_24_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_24_4.bmp,3.08108,1,24,4
i01_24_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_24_5.bmp,0.45946,1,24,5
I02_01_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/I02_01_1.bmp,5.74286,2,1,1
i02_01_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_01_2.bmp,5.34286,2,1,2
i02_01_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_01_3.bmp,5.22222,2,1,3
i02_01_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_01_4.bmp,4.19444,2,1,4
i02_01_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_01_5.bmp,3.97297,2,1,5
i02_02_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_02_1.bmp,6.05556,2,2,1
i02_02_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_02_2.bmp,6.05405,2,2,2
i02_02_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_02_3.bmp,5.88889,2,2,3
i02_02_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_02_4.bmp,5.2973,2,2,4
i02_02_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_02_5.bmp,4.38889,2,2,5
i02_03_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_03_1.bmp,4.8,2,3,1
i02_03_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_03_2.bmp,4.43243,2,3,2
i02_03_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_03_3.bmp,3.83784,2,3,3
i02_03_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_03_4.bmp,3.52778,2,3,4
i02_03_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_03_5.bmp,2.91892,2,3,5
i02_04_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_04_1.bmp,6.28571,2,4,1
i02_04_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_04_2.bmp,6.16216,2,4,2
i02_04_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_04_3.bmp,5.19444,2,4,3
i02_04_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_04_4.bmp,4.74286,2,4,4
i02_04_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_04_5.bmp,4.28571,2,4,5
i02_05_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_05_1.bmp,6.11765,2,5,1
i02_05_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_05_2.bmp,6.11111,2,5,2
i02_05_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_05_3.bmp,5.43243,2,5,3
i02_05_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_05_4.bmp,4.37838,2,5,4
i02_05_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_05_5.bmp,3.41667,2,5,5
i02_06_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_06_1.bmp,4.55556,2,6,1
i02_06_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_06_2.bmp,4.27778,2,6,2
i02_06_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_06_3.bmp,3.72973,2,6,3
i02_06_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_06_4.bmp,3.48571,2,6,4
i02_06_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_06_5.bmp,3.10811,2,6,5
i02_07_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_07_1.bmp,5.91429,2,7,1
i02_07_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_07_2.bmp,5.58333,2,7,2
i02_07_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_07_3.bmp,3.76471,2,7,3
i02_07_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_07_4.bmp,3.75676,2,7,4
i02_07_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_07_5.bmp,2.85714,2,7,5
i02_08_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_08_1.bmp,6.10811,2,8,1
i02_08_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_08_2.bmp,5.16667,2,8,2
i02_08_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_08_3.bmp,4.54286,2,8,3
i02_08_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_08_4.bmp,3.83784,2,8,4
i02_08_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_08_5.bmp,3.02703,2,8,5
i02_09_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_09_1.bmp,6.0,2,9,1
i02_09_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_09_2.bmp,5.51429,2,9,2
i02_09_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_09_3.bmp,4.52778,2,9,3
i02_09_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_09_4.bmp,3.64865,2,9,4
i02_09_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_09_5.bmp,2.41667,2,9,5
i02_10_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_10_1.bmp,6.0,2,10,1
i02_10_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_10_2.bmp,5.97222,2,10,2
i02_10_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_10_3.bmp,5.43243,2,10,3
i02_10_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_10_4.bmp,3.5,2,10,4
i02_10_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_10_5.bmp,2.71429,2,10,5
I02_11_1.BMP,/kaggle/working/MDFS/data/TID2013/distorted_images/I02_11_1.BMP,5.91667,2,11,1
i02_11_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_11_2.bmp,4.80556,2,11,2
i02_11_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_11_3.bmp,2.97297,2,11,3
i02_11_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_11_4.bmp,1.91892,2,11,4
i02_11_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_11_5.bmp,1.27778,2,11,5
i02_12_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_12_1.bmp,5.30556,2,12,1
i02_12_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_12_2.bmp,4.43243,2,12,2
i02_12_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_12_3.bmp,3.08108,2,12,3
i02_12_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_12_4.bmp,2.67568,2,12,4
i02_12_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_12_5.bmp,2.37143,2,12,5
I02_13_1.BMP,/kaggle/working/MDFS/data/TID2013/distorted_images/I02_13_1.BMP,4.47222,2,13,1
i02_13_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_13_2.bmp,4.0,2,13,2
i02_13_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_13_3.bmp,3.38889,2,13,3
i02_13_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_13_4.bmp,2.89189,2,13,4
i02_13_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_13_5.bmp,3.61111,2,13,5
i02_14_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_14_1.bmp,5.75,2,14,1
i02_14_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_14_2.bmp,6.08108,2,14,2
i02_14_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_14_3.bmp,5.11429,2,14,3
i02_14_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_14_4.bmp,5.31429,2,14,4
i02_14_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_14_5.bmp,4.21622,2,14,5
i02_15_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_15_1.bmp,3.4,2,15,1
i02_15_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_15_2.bmp,3.62162,2,15,2
i02_15_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_15_3.bmp,3.83333,2,15,3
i02_15_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_15_4.bmp,3.83784,2,15,4
i02_15_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_15_5.bmp,4.2,2,15,5
i02_16_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_16_1.bmp,5.94595,2,16,1
i02_16_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_16_2.bmp,6.08333,2,16,2
i02_16_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_16_3.bmp,5.32432,2,16,3
i02_16_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_16_4.bmp,5.13889,2,16,4
i02_16_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_16_5.bmp,4.56757,2,16,5
i02_17_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_17_1.bmp,5.91667,2,17,1
i02_17_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_17_2.bmp,5.68571,2,17,2
i02_17_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_17_3.bmp,4.83784,2,17,3
i02_17_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_17_4.bmp,4.77143,2,17,4
i02_17_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_17_5.bmp,3.91667,2,17,5
i02_18_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_18_1.bmp,5.97222,2,18,1
i02_18_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_18_2.bmp,5.59459,2,18,2
i02_18_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_18_3.bmp,4.82857,2,18,3
i02_18_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_18_4.bmp,4.91892,2,18,4
i02_18_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_18_5.bmp,4.54286,2,18,5
i02_19_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_19_1.bmp,5.77778,2,19,1
i02_19_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_19_2.bmp,5.43243,2,19,2
i02_19_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_19_3.bmp,4.83333,2,19,3
i02_19_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_19_4.bmp,4.22222,2,19,4
i02_19_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_19_5.bmp,3.75676,2,19,5
i02_20_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_20_1.bmp,6.05405,2,20,1
i02_20_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_20_2.bmp,6.17143,2,20,2
i02_20_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_20_3.bmp,5.30556,2,20,3
i02_20_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_20_4.bmp,4.0,2,20,4
i02_20_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_20_5.bmp,2.80556,2,20,5
i02_21_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_21_1.bmp,5.97297,2,21,1
i02_21_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_21_2.bmp,5.2973,2,21,2
i02_21_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_21_3.bmp,4.6,2,21,3
i02_21_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_21_4.bmp,3.27778,2,21,4
i02_21_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_21_5.bmp,2.36111,2,21,5
i02_22_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_22_1.bmp,5.51351,2,22,1
i02_22_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_22_2.bmp,5.24324,2,22,2
i02_22_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_22_3.bmp,4.48571,2,22,3
i02_22_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_22_4.bmp,3.80556,2,22,4
i02_22_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_22_5.bmp,2.22222,2,22,5
i02_23_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_23_1.bmp,6.77778,2,23,1
i02_23_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_23_2.bmp,5.54054,2,23,2
i02_23_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_23_3.bmp,3.44444,2,23,3
i02_23_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_23_4.bmp,2.16216,2,23,4
i02_23_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_23_5.bmp,0.81081,2,23,5
i02_24_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i02_24_1.bmp,6.08108,2,24,1
